dst_id,src_id,score,dist_diff_m,clock_diff_deg,s_distance,s_clock,s_type,s_size,category
562,778,0.7919309374343124,0.25189846213288547,0.0,0.9983206769191141,1.0,0.0,0.9630133333333332,matched
2137,1817,0.7790559579013737,3.917015786984848,0.0,0.973886561420101,1.0,0.0,0.9475066666666666,matched
2144,1808,0.7782085054290868,3.7668104640924867,0.0,0.9748879302393835,1.0,0.0,0.9412666666666666,matched
3047,2036,0.7764922592468688,1.9774027824241784,0.0,0.9868173147838388,1.0,0.0,0.9088266666666667,matched
2308,1841,0.7730033122319349,7.20275791302447,0.0,0.9519816139131702,1.0,0.0,0.9610533333333334,matched
2197,1837,0.7692255979099663,4.702400783762641,0.0,0.9686506614415824,1.0,0.0,0.9088266666666667,matched
2146,1811,0.7646237753040149,3.2730842609944375,0.0,0.9781794382600371,1.0,0.0,0.8667600000000001,matched
2143,1816,0.7585234208752154,2.1117171717942256,0.0,0.9859218855213718,1.0,0.0,0.8207733333333334,matched
2281,1840,0.7547641947735798,4.049426959907578,0.0,0.9730038202672828,1.0,0.0,0.8278133333333333,matched
2159,1825,0.750555605633489,1.5166478874416498,0.0,0.9898890140837223,1.0,0.0,0.773,matched
2973,2022,0.7450919981951262,4.267500676827694,0.0,0.9715499954878154,1.0,0.0,0.78236,matched
3062,2041,0.7421786267883941,7.8400149543522275,0.0,0.9477332336376518,1.0,0.0,0.8154266666666667,matched
1952,1690,0.7408577599598973,7.145340015038528,0.0,0.9523643998997432,1.0,0.0,0.7995599999999999,matched
2184,1828,0.7402868866002533,4.839417524905002,0.0,0.9677372165006333,1.0,0.0,0.7659599999999999,matched
3181,2095,0.7398087892451413,11.20170403307202,0.0,0.9253219731128532,1.0,0.0,0.8483999999999999,matched
2134,1797,0.7364941845888614,9.844680779176997,0.0,0.9343687948054866,1.0,0.0,0.8137333333333334,matched
945,1021,0.7359900631111218,8.970726333329367,0.0,0.9401951577778043,1.0,0.0,0.79956,matched
1703,1513,0.7331299777337654,1.9952583498379681,0.0,0.9866982776677469,1.0,0.0,0.6922533333333334,matched
1294,1287,0.732276888945856,17.43516664530398,0.0,0.8837655556979734,1.0,0.0,0.8938533333333333,matched
687,843,0.7313890795039786,11.525095186008002,0.0,0.92316603209328,1.0,0.0,0.8106133333333334,matched
1684,1498,0.7307369680803272,16.76263696987735,0.0,0.8882490868674844,1.0,0.0,0.8771866666666667,matched
3161,2088,0.7276261727942359,20.429185202161534,0.0,0.8638054319855898,1.0,0.0,0.91052,matched
2292,1836,0.7271899764368555,19.3427588361792,0.0,0.871048274425472,1.0,0.0,0.8938533333333334,matched
3066,2039,0.7243298100277179,7.053321239605793,0.0,0.952977858402628,1.0,0.0,0.7156933333333333,matched
695,853,0.7240846654335564,9.545250462416334,0.0,0.9363649969172244,1.0,0.0,0.7476933333333333,matched
2806,1971,0.7223471641343886,8.538813449604277,0.0,0.9430745770026382,1.0,0.0,0.7255866666666666,matched
2827,1983,0.7199664919882253,0.8955655044155719,0.0,0.9940295633038961,1.0,0.0,0.6117733333333334,matched
2098,1785,0.7159153057011691,22.554760362061643,0.0,0.8496349309195891,1.0,0.0,0.8803066666666667,matched
1985,1710,0.7155369151705314,7.6236568110507505,0.0,0.9491756212596617,1.0,0.0,0.6793333333333335,matched
581,779,0.7123784469454285,23.139082395464357,0.0,0.8457394506969043,1.0,0.0,0.8704133333333334,matched
2942,2021,0.7118819206222988,1.4802797666379774,0.0,0.9901314682224135,1.0,0.0,0.5791466666666666,matched
881,1011,0.7111505971316217,14.582526075641908,0.0,0.9027831594957206,1.0,0.0,0.7501866666666667,matched
3094,2050,0.7089470007429,14.706874721412532,0.0,0.9019541685239164,1.0,0.0,0.7408266666666666,matched
2104,1792,0.7045845218982659,8.006804288150306,0.0,0.9466213047456646,1.0,0.0,0.62968,matched
3065,2042,0.7045660871968966,4.858717301163779,30.0,0.9676085513255748,0.6666666666666667,0.0,0.9209466666666667,matched
591,783,0.7040730444278078,23.987608339572034,0.0,0.8400826110695198,1.0,0.0,0.8402,matched
1026,1070,0.7039777581654282,28.555340687964417,0.0,0.8096310620802372,1.0,0.0,0.9006266666666667,matched
3019,2031,0.7030998526629206,27.955555251404803,0.0,0.8136296316573013,1.0,0.0,0.88824,matched
2110,1795,0.7017395578614157,4.120665801969153,30.0,0.972528894653539,0.6666666666666667,0.0,0.8969733333333334,matched
3043,2038,0.701678881610741,14.384419395972145,0.0,0.904103870693519,1.0,0.0,0.7001866666666666,matched
626,796,0.7005658669633213,1.3467998887545036,0.0,0.99102133407497,1.0,0.0,0.5207866666666666,matched
2941,2026,0.70055069295451,0.7364901420587557,30.0,0.9950900657196083,0.6666666666666667,0.0,0.8459066666666667,matched
2283,1834,0.6990039931901028,28.622502553711456,0.0,0.8091833163085903,1.0,0.0,0.8766533333333332,uncertain
2412,1844,0.6982909889061294,4.751879160201497,0.0,0.9683208055986567,1.0,0.0,0.5548133333333333,uncertain
2979,2025,0.6976850280387463,6.570114485470185,30.0,0.9561992367635321,0.6666666666666667,0.0,0.9093600000000001,uncertain
659,812,0.6949676567768522,35.59712870868043,0.0,0.7626858086087971,1.0,0.0,0.9494666666666666,uncertain
2664,1930,0.6946436123748446,6.5676453594333,0.0,0.956215697603778,1.0,0.0,0.5607866666666667,uncertain
1951,1695,0.6946157163102553,14.727106383654245,0.0,0.9018192907756384,1.0,0.0,0.6694400000000001,uncertain
477,719,0.693835363618082,34.3507386432193,0.0,0.7709950757118713,1.0,0.0,0.9271866666666667,uncertain
525,756,0.6912811354830489,30.375574193856664,0.0,0.7974961720409556,1.0,0.0,0.8614133333333335,uncertain
389,638,0.6910930145791769,32.51811953280867,0.0,0.7832125364479422,1.0,0.0,0.88904,uncertain
3018,2033,0.6908287017623096,8.954236839133955,0.0,0.9403050877391069,1.0,0.0,0.5735333333333333,uncertain
1552,1477,0.6900300055990457,6.205747900357892,0.0,0.9586283473309474,1.0,0.0,0.5328933333333333,uncertain
2825,1981,0.6898608464198259,3.7621825925652956,30.0,0.9749187827162313,0.6666666666666667,0.0,0.8328000000000001,uncertain
1305,1294,0.6892917463950231,31.990595101866347,0.0,0.7867293659875577,1.0,0.0,0.8729999999999999,uncertain
1682,1500,0.6887055966587756,3.9214012529591855,30.0,0.9738573249802721,0.6666666666666667,0.0,0.8291466666666666,uncertain
1644,1493,0.6884153000765701,36.65726247128623,0.0,0.7556182501914251,1.0,0.0,0.9308399999999999,uncertain
1813,1567,0.6879911239013832,30.907328536981368,0.0,0.7939511430867909,1.0,0.0,0.8520533333333334,uncertain
2767,1968,0.6874887147932816,31.456731952519476,0.0,0.7902884536498702,1.0,0.0,0.8568666666666668,uncertain
2164,1789,0.6847739650582907,29.914763103141013,0.0,0.80056824597906,1.0,0.0,0.8227333333333333,uncertain
1543,1472,0.6842381596119709,18.304690145510904,0.0,0.8779687323632607,1.0,0.0,0.6652533333333334,uncertain
2524,1901,0.68079507342129,12.181847467016269,0.0,0.9187876835532249,1.0,0.0,0.5663999999999999,uncertain
2151,1799,0.6803742402230561,15.81565991635398,30.0,0.8945622672243068,0.6666666666666667,0.0,0.9460799999999999,uncertain
2556,1908,0.6800751406487703,0.5408222567111807,30.0,0.9963945182885922,0.6666666666666667,0.0,0.74092,uncertain
654,807,0.679951146306475,35.299320135071866,0.0,0.7646711990995209,1.0,0.0,0.8704133333333334,uncertain
2541,1921,0.6791911542152238,38.7393171692911,0.0,0.7417378855380594,1.0,0.0,0.91248,uncertain
697,854,0.6790533901443071,11.377978695884849,0.0,0.924146808694101,1.0,0.0,0.5469733333333333,uncertain
1212,1211,0.6790070382893808,21.175360641482257,0.0,0.8588309290567849,1.0,0.0,0.6773733333333335,uncertain
1405,1387,0.6784734664148677,9.83745009442464,0.0,0.9344169993705024,1.0,0.0,0.5235333333333333,uncertain
448,698,0.6783306837225349,33.96199360404944,0.0,0.7735867093063371,1.0,0.0,0.8444799999999999,uncertain
1044,1071,0.677752130865436,39.7869509254615,0.0,0.7347536604969234,1.0,0.0,0.9192533333333333,uncertain
3474,2295,0.677725539094815,36.45492283944441,0.0,0.7569671810703706,1.0,0.0,0.8746933333333334,uncertain
2721,1956,0.6773478457088352,36.42255785918678,0.0,0.7571829476054215,1.0,0.0,0.8723733333333333,uncertain
678,832,0.6767315728543213,35.871660179629544,0.0,0.7608555988024697,1.0,0.0,0.8619466666666667,uncertain
2766,1965,0.67579336801997,17.91448699251123,0.0,0.8805700867165918,1.0,0.0,0.6178266666666666,uncertain
2978,2024,0.6757307649002783,6.5609631623956375,0.0,0.9562602455840291,1.0,0.0,0.46613333333333334,uncertain
2733,1952,0.6756946308260515,39.7765134402307,0.0,0.7348232437317953,1.0,0.0,0.9088266666666668,uncertain
2171,1812,0.6750501301135383,9.256201207423146,30.0,0.9382919919505124,0.6666666666666667,0.0,0.832,uncertain
611,782,0.6742076686303506,34.95312426361852,0.0,0.7669791715758765,1.0,0.0,0.8370799999999999,uncertain
3208,2104,0.6741677424189431,8.90509659289637,0.0,0.9406326893806909,1.0,0.0,0.48957333333333336,uncertain
1151,1160,0.6724924149124881,41.99334440781695,0.0,0.7200443706145536,1.0,0.0,0.9223733333333334,uncertain
2568,1926,0.6711156266425171,13.612640009056122,0.0,0.9092490666062926,1.0,0.0,0.53708,uncertain
1391,1355,0.6699188030417678,45.859448859337135,0.0,0.6942703409377524,1.0,0.0,0.9610533333333334,uncertain
365,629,0.6690690110833448,18.49812084374571,0.0,0.8766791943750286,1.0,0.0,0.5919866666666667,uncertain
590,780,0.6682996193608145,24.642642739694566,0.0,0.8357157150687029,1.0,0.0,0.6700666666666667,uncertain
2254,1819,0.6679491053431567,39.41908549631626,0.0,0.7372060966912249,1.0,0.0,0.8653333333333332,uncertain
