year,idx,anchor_type,event_raw,distance_m_std,clock_deg_std
2022,2001,weld,seam weld manufacturing anomaly,0.0999744,300.0
2022,1779,weld,seam weld manufacturing anomaly,0.11704320000000001,90.0
2022,3024,weld,seam weld manufacturing anomaly,0.1359408,210.0
2022,4683,weld,seam weld manufacturing anomaly,0.1411224,240.0
2022,4791,weld,seam weld manufacturing anomaly,0.1530096,0.0
2022,4864,weld,seam weld manufacturing anomaly,0.1801368,300.0
2022,835,weld,seam weld manufacturing anomaly,0.18288000000000001,240.0
2022,1183,weld,seam weld manufacturing anomaly,0.2191512,330.0
2022,1912,weld,seam weld manufacturing anomaly,0.23591520000000002,210.0
2022,2738,weld,seam weld manufacturing anomaly,0.2481072,60.0
2022,4792,weld,seam weld manufacturing anomaly,0.30906720000000004,0.0
2022,4590,weld,seam weld manufacturing anomaly,0.31302959999999996,0.0
2022,2136,weld,seam weld manufacturing anomaly,0.3800856000000001,30.0
2022,1664,weld,seam weld manufacturing anomaly,0.3849624,270.0
2022,1841,weld,seam weld manufacturing anomaly,0.3849624,240.0
2022,753,weld,seam weld manufacturing anomaly,0.3941064,330.0
2022,836,weld,seam weld manufacturing anomaly,0.45689520000000006,240.0
2022,3533,weld,seam weld manufacturing anomaly,0.5010912,270.0
2022,837,weld,seam weld manufacturing anomaly,0.6041136,240.0
2022,2739,weld,seam weld manufacturing anomaly,0.6059424,60.0
2022,3025,weld,seam weld manufacturing anomaly,0.7019544,210.0
2022,2159,weld,seam weld manufacturing anomaly,0.7299960000000001,90.0
2022,2687,weld,seam weld manufacturing anomaly,0.7949184,210.0
2022,2160,weld,seam weld manufacturing anomaly,0.8668512,90.0
2022,2824,weld,seam weld manufacturing anomaly,0.9589008,240.0
2022,4858,weld,seam weld manufacturing anomaly,1.0049256000000002,0.0
2022,2740,weld,seam weld manufacturing anomaly,1.0320528,60.0
2022,1186,weld,seam weld manufacturing anomaly,1.0491216,330.0
2022,1795,weld,seam weld manufacturing anomaly,1.0750296000000001,30.0
2022,1833,weld,seam weld manufacturing anomaly,1.1228832000000002,30.0
2022,1442,weld,seam weld manufacturing anomaly,1.1369040000000001,300.0
2022,4684,weld,seam weld manufacturing anomaly,1.2149328000000001,240.0
2022,4993,weld,seam weld manufacturing anomaly,1.2170664,30.0
2022,1842,weld,seam weld manufacturing anomaly,1.2280392,240.0
2022,1509,weld,seam weld manufacturing anomaly,1.2478512000000002,330.0
2022,754,weld,seam weld manufacturing anomaly,1.3008864,330.0
2022,2168,weld,seam weld manufacturing anomaly,1.3301472,90.0
2022,1024,weld,seam weld manufacturing anomaly,1.3600176,300.0
2022,5028,weld,seam weld manufacturing anomaly,1.4630400000000001,0.0
2022,197,weld,seam weld manufacturing anomaly,1.5371064,30.0
2022,1796,weld,seam weld manufacturing anomaly,1.5419832000000002,30.0
2022,5105,weld,seam weld anomaly - b,1.5511272000000003,240.0
2022,4573,weld,seam weld manufacturing anomaly,1.5928848,300.0
2022,4880,weld,seam weld manufacturing anomaly,1.6029432000000001,300.0
2022,4592,weld,seam weld manufacturing anomaly,1.70688,330.0
2022,5040,weld,seam weld manufacturing anomaly,1.7178528000000002,240.0
2022,1517,weld,seam weld manufacturing anomaly,1.7199864,30.0
2022,4859,weld,seam weld manufacturing anomaly,1.74498,0.0
2022,2010,weld,seam weld manufacturing anomaly,1.7919192,210.0
2022,1994,weld,seam weld manufacturing anomaly,1.7980152,90.0
2022,4893,weld,seam weld manufacturing anomaly,1.8629376000000002,300.0
2022,3028,weld,seam weld manufacturing anomaly,1.9028664000000002,210.0
2022,4721,weld,seam weld manufacturing anomaly,1.9181064,30.0
2022,4994,weld,seam weld manufacturing anomaly,1.9680936,30.0
2022,1400,weld,seam weld manufacturing anomaly,2.0010120000000002,300.0
2022,817,weld,seam weld manufacturing anomaly,2.0449032,210.0
2022,4600,weld,seam weld manufacturing anomaly,2.0488656,300.0
2022,4794,weld,seam weld manufacturing anomaly,2.0488656,0.0
2022,2011,weld,seam weld manufacturing anomaly,2.0680680000000002,210.0
2022,755,weld,seam weld manufacturing anomaly,2.1089112,330.0
2022,1577,weld,seam weld manufacturing anomaly,2.1689568,330.0
2022,5012,weld,seam weld manufacturing anomaly,2.199132,60.0
2022,1665,weld,seam weld manufacturing anomaly,2.2000464,270.0
2022,1472,weld,seam weld manufacturing anomaly,2.2390608000000003,30.0
2022,4574,weld,seam weld manufacturing anomaly,2.2588728,300.0
2022,1025,weld,seam weld manufacturing anomaly,2.2658832,300.0
2022,4699,weld,seam weld manufacturing anomaly,2.2978872,240.0
2022,198,weld,seam weld manufacturing anomaly,2.2991064000000003,30.0
2022,1085,weld,seam weld manufacturing anomaly,2.3350728,210.0
2022,3534,weld,seam weld manufacturing anomaly,2.3570184,270.0
2022,4854,weld,seam weld manufacturing anomaly,2.3829264,270.0
2022,5029,weld,seam weld manufacturing anomaly,2.4179784,0.0
2022,4722,weld,seam weld manufacturing anomaly,2.471928,30.0
2022,1797,weld,seam weld manufacturing anomaly,2.474976,30.0
2022,4795,weld,seam weld manufacturing anomaly,2.4780240000000004,0.0
2022,1086,weld,seam weld manufacturing anomaly,2.4868632,210.0
2022,4709,weld,seam weld manufacturing anomaly,2.5551383999999997,330.0
2022,4710,weld,seam weld manufacturing anomaly,2.5819608,330.0
2022,2012,weld,seam weld manufacturing anomaly,2.599944,210.0
2022,5041,weld,seam weld manufacturing anomaly,2.6371295999999997,240.0
2022,4995,weld,seam weld manufacturing anomaly,2.6691336,30.0
2022,4894,weld,seam weld manufacturing anomaly,2.7590496,300.0
2022,2064,weld,seam weld manufacturing anomaly,2.798064,120.0
2022,818,weld,seam weld manufacturing anomaly,2.8108656,210.0
2022,4881,weld,seam weld manufacturing anomaly,2.8639008000000006,300.0
2022,4700,weld,seam weld manufacturing anomaly,2.86512,240.0
2022,1844,weld,seam weld manufacturing anomaly,2.8699968000000005,240.0
2022,4575,weld,seam weld manufacturing anomaly,2.8919424,300.0
2022,4685,weld,seam weld manufacturing anomaly,2.9879544000000005,270.0
2022,636,weld,seam weld manufacturing anomaly,3.0059376,0.0
2022,962,weld,seam weld manufacturing anomaly,3.0269687999999997,270.0
2022,3030,weld,seam weld manufacturing anomaly,3.1019496,210.0
2022,3434,weld,seam weld manufacturing anomaly,3.1860744,240.0
2022,4716,weld,seam weld manufacturing anomaly,3.214116,270.0
2022,2893,weld,seam weld manufacturing anomaly,3.2769048,240.0
2022,4576,weld,seam weld manufacturing anomaly,3.300984,300.0
2022,4895,weld,seam weld manufacturing anomaly,3.3518856,300.0
2022,1913,weld,seam weld anomaly - b,3.3579816,210.0
2022,2349,weld,seam weld manufacturing anomaly,3.3610295999999997,90.0
2022,4693,weld,seam weld manufacturing anomaly,3.5079432,330.0
2022,637,weld,seam weld manufacturing anomaly,3.617976,0.0
2022,1510,weld,seam weld manufacturing anomaly,3.6929568,330.0
2022,3031,weld,seam weld manufacturing anomaly,3.7709856,210.0
2022,2350,weld,seam weld manufacturing anomaly,3.8441376000000003,90.0
2022,1061,weld,seam weld manufacturing anomaly,3.8511480000000002,300.0
2022,756,weld,seam weld manufacturing anomaly,3.8691312000000004,330.0
2022,963,weld,seam weld manufacturing anomaly,3.899916,300.0
2022,218,weld,seam weld manufacturing anomaly,3.9029640000000003,330.0
2022,1026,weld,seam weld manufacturing anomaly,3.9191184000000003,300.0
2022,2013,weld,seam weld manufacturing anomaly,3.9858696,210.0
2022,1062,weld,seam weld manufacturing anomaly,3.9910512000000002,300.0
2022,2716,weld,seam weld manufacturing anomaly,4.017873600000001,30.0
2022,4686,weld,seam weld manufacturing anomaly,4.0450008,270.0
2022,2351,weld,seam weld manufacturing anomaly,4.0870632,90.0
2022,4577,weld,seam weld manufacturing anomaly,4.120896,300.0
2022,2014,weld,seam weld manufacturing anomaly,4.1660064,210.0
2022,1145,weld,seam weld manufacturing anomaly,4.2479976,30.0
2022,618,weld,seam weld manufacturing anomaly,4.2501312,180.0
2022,3755,weld,seam weld manufacturing anomaly,4.2559224,240.0
2022,638,weld,seam weld manufacturing anomaly,4.2879264,0.0
2022,921,weld,seam weld manufacturing anomaly,4.3199304000000005,0.0
2022,3032,weld,seam weld manufacturing anomaly,4.340047200000001,210.0
2022,4717,weld,seam weld manufacturing anomaly,4.3629072,270.0
2022,4796,weld,seam weld manufacturing anomaly,4.3650408,0.0
2022,2065,weld,seam weld manufacturing anomaly,4.3720512000000005,120.0
2022,2352,weld,seam weld manufacturing anomaly,4.4308776000000005,90.0
2022,2008,weld,seam weld manufacturing anomaly,4.4320968,300.0
2022,4896,weld,seam weld manufacturing anomaly,4.4448984000000005,300.0
2022,4701,weld,seam weld manufacturing anomaly,4.4488608,240.0
2022,2142,weld,seam weld manufacturing anomaly,4.4580048,210.0
2022,5025,weld,seam weld manufacturing anomaly,4.4689776000000005,330.0
2022,1063,weld,seam weld manufacturing anomaly,4.479950400000001,300.0
2022,2287,weld,seam weld manufacturing anomaly,4.5409104000000005,0.0
2022,823,weld,seam weld manufacturing anomaly,4.5570648,60.0
2022,2212,weld,seam weld manufacturing anomaly,4.561941600000001,60.0
2022,4593,weld,seam weld manufacturing anomaly,4.565904000000001,330.0
2022,2137,weld,seam weld manufacturing anomaly,4.5851064,30.0
2022,2213,weld,seam weld manufacturing anomaly,4.5960792,60.0
2022,770,weld,seam weld manufacturing anomaly,4.6119288,210.0
2022,3756,weld,seam weld manufacturing anomaly,4.645152,240.0
2022,1027,weld,seam weld manufacturing anomaly,4.7509176,300.0
2022,4578,weld,seam weld manufacturing anomaly,4.7618904,300.0
2022,1457,weld,seam weld manufacturing anomaly,4.807000800000001,270.0
2022,1769,weld,seam weld manufacturing anomaly,4.811877600000001,0.0
2022,2154,weld,seam weld manufacturing anomaly,4.8130968,210.0
2022,1511,weld,seam weld manufacturing anomaly,4.8749712,330.0
2022,4687,weld,seam weld manufacturing anomaly,4.8960023999999995,240.0
2022,4702,weld,seam weld manufacturing anomaly,4.9200816000000005,240.0
2022,2015,weld,seam weld manufacturing anomaly,4.931968800000001,210.0
2022,4485,weld,seam weld manufacturing anomaly,4.9770792,60.0
2022,1845,weld,seam weld manufacturing anomaly,4.981956,240.0
2022,964,weld,seam weld manufacturing anomaly,4.9929288000000005,270.0
2022,2016,weld,seam weld manufacturing anomaly,5.0020728000000005,210.0
2022,1973,weld,seam weld manufacturing anomaly,5.0240184,180.0
2022,1112,weld,seam weld manufacturing anomaly,5.0301144,330.0
2022,2023,weld,seam weld manufacturing anomaly,5.0480976,210.0
2022,1512,weld,seam weld manufacturing anomaly,5.0761392,330.0
2022,1764,weld,seam weld manufacturing anomaly,5.080101600000001,270.0
2022,2896,weld,seam weld manufacturing anomaly,5.1380136,30.0
2022,2024,weld,seam weld manufacturing anomaly,5.1441096,210.0
2022,4860,weld,seam weld manufacturing anomaly,5.177028,0.0
2022,2066,weld,seam weld manufacturing anomaly,5.1880008,90.0
2022,2002,weld,seam weld manufacturing anomaly,5.2108608,300.0
2022,1974,weld,seam weld manufacturing anomaly,5.259933600000001,180.0
2022,2353,weld,seam weld manufacturing anomaly,5.2620672,90.0
2022,884,weld,seam weld manufacturing anomaly,5.306872800000001,300.0
2022,4798,weld,seam weld manufacturing anomaly,5.330952,0.0
2022,1770,weld,seam weld manufacturing anomaly,5.336133600000001,0.0
2022,1458,weld,seam weld manufacturing anomaly,5.3721000000000005,270.0
2022,1518,weld,seam weld manufacturing anomaly,5.3931312,30.0
2022,4799,weld,seam weld manufacturing anomaly,5.4199536,0.0
2022,4703,weld,seam weld manufacturing anomaly,5.436108000000001,240.0
2022,1014,weld,seam weld manufacturing anomaly,5.4510432,120.0
2022,4897,weld,seam weld manufacturing anomaly,5.4540912,300.0
2022,4688,weld,seam weld manufacturing anomaly,5.4540912,270.0
2022,2041,weld,seam weld manufacturing anomaly,5.500116000000001,300.0
2022,2384,weld,seam weld manufacturing anomaly,5.509869600000001,270.0
2022,1765,weld,seam weld manufacturing anomaly,5.526024,270.0
2022,2067,weld,seam weld manufacturing anomaly,5.564124,90.0
2022,4711,weld,seam weld manufacturing anomaly,5.676900000000001,330.0
2022,1942,weld,seam weld manufacturing anomaly,5.682996,270.0
2022,2042,weld,seam weld manufacturing anomaly,5.800953600000001,300.0
2022,975,weld,seam weld manufacturing anomaly,5.8140600000000004,300.0
2022,2901,weld,seam weld manufacturing anomaly,5.8280807999999995,0.0
2022,1064,weld,seam weld manufacturing anomaly,5.839968000000001,300.0
2022,1087,weld,seam weld manufacturing anomaly,5.8768488,210.0
2022,5008,weld,seam weld manufacturing anomaly,5.8859928,330.0
2022,590,weld,seam weld manufacturing anomaly,5.903976000000001,300.0
2022,581,weld,seam weld manufacturing anomaly,5.928969600000001,270.0
2022,2017,weld,seam weld manufacturing anomaly,5.9381136,210.0
2022,1522,weld,seam weld manufacturing anomaly,5.9490864000000006,330.0
2022,1065,weld,seam weld manufacturing anomaly,5.9539632,300.0
2022,2598,weld,seam weld manufacturing anomaly,5.964021600000001,330.0
2022,885,weld,seam weld manufacturing anomaly,6.0100464,300.0
2022,2733,weld,seam weld manufacturing anomaly,6.0310776,0.0
2022,4898,weld,seam weld manufacturing anomaly,6.0329064,300.0
2022,976,weld,seam weld manufacturing anomaly,6.066129600000001,300.0
2022,591,weld,seam weld manufacturing anomaly,6.098133600000001,300.0
2022,2003,weld,seam weld manufacturing anomaly,6.106058400000001,300.0
2022,3757,weld,seam weld manufacturing anomaly,6.1258704,240.0
2022,771,weld,seam weld manufacturing anomaly,6.137148000000001,210.0
2022,4954,weld,seam weld manufacturing anomaly,6.2038992,240.0
2022,1766,weld,seam weld manufacturing anomaly,6.206032800000001,270.0
2022,1030,weld,seam weld manufacturing anomaly,6.2078616,90.0
2022,1995,weld,seam weld manufacturing anomaly,6.2121288,90.0
2022,1583,weld,seam weld manufacturing anomaly,6.2279784000000005,300.0
2022,1459,weld,seam weld manufacturing anomaly,6.238951200000001,270.0
2022,1519,weld,seam weld manufacturing anomaly,6.249924,30.0
2022,1520,weld,seam weld manufacturing anomaly,6.2871096,30.0
2022,5009,weld,seam weld manufacturing anomaly,6.2989968,330.0
2022,2760,weld,seam weld manufacturing anomaly,6.306007200000001,60.0
2022,1920,weld,seam weld manufacturing anomaly,6.316065600000001,60.0
2022,4861,weld,seam weld manufacturing anomaly,6.323076,0.0
2022,2288,weld,seam weld manufacturing anomaly,6.3279528,0.0
2022,1826,weld,seam weld manufacturing anomaly,6.331915200000001,0.0
2022,1985,weld,seam weld manufacturing anomaly,6.358128,300.0
2022,2385,weld,seam weld manufacturing anomaly,6.377940000000001,270.0
2022,582,weld,seam weld manufacturing anomaly,6.392875200000001,270.0
2022,1943,weld,seam weld manufacturing anomaly,6.4489584,270.0
2022,751,weld,seam weld manufacturing anomaly,6.454140000000001,0.0
2022,1444,weld,seam weld manufacturing anomaly,6.454140000000001,330.0
2022,757,weld,seam weld manufacturing anomaly,6.4971168,330.0
2022,4712,weld,seam weld manufacturing anomaly,6.5550288000000005,330.0
2022,2190,weld,seam weld manufacturing anomaly,6.619951200000001,270.0
2022,2894,weld,seam weld manufacturing anomaly,6.691884,240.0
2022,3758,weld,seam weld manufacturing anomaly,6.7001136,240.0
2022,5001,weld,seam weld manufacturing anomaly,6.7278504,180.0
2022,886,weld,seam weld manufacturing anomaly,6.7379088000000005,300.0
2022,2761,weld,seam weld manufacturing anomaly,6.768084,60.0
2022,2068,weld,seam weld manufacturing anomaly,6.7750944,120.0
2022,5042,weld,seam weld manufacturing anomaly,6.787896,240.0
2022,1862,weld,seam weld manufacturing anomaly,6.791858400000001,270.0
2022,1827,weld,seam weld manufacturing anomaly,6.8010024,0.0
2022,2143,weld,seam weld manufacturing anomaly,6.861048000000001,210.0
2022,583,weld,seam weld manufacturing anomaly,6.897014400000001,270.0
2022,1015,weld,seam weld manufacturing anomaly,6.936943200000001,120.0
2022,1584,weld,seam weld manufacturing anomaly,6.9881496,300.0
2022,3461,weld,seam weld manufacturing anomaly,7.0588632,210.0
2022,1921,weld,seam weld manufacturing anomaly,7.085990400000001,60.0
2022,965,weld,seam weld manufacturing anomaly,7.1359776,270.0
2022,4955,weld,seam weld manufacturing anomaly,7.139025600000001,240.0
2022,4558,weld,seam weld dent,7.139025600000001,150.0
2022,2911,weld,seam weld manufacturing anomaly,7.2399144,210.0
2022,4713,weld,seam weld manufacturing anomaly,7.357872,330.0
2022,584,weld,seam weld manufacturing anomaly,7.3810368,270.0
2022,1066,weld,seam weld manufacturing anomaly,7.4060304,300.0
2022,2018,weld,seam weld manufacturing anomaly,7.4419968,210.0
2022,1016,weld,seam weld manufacturing anomaly,7.4450448,120.0
2022,4581,weld,seam weld manufacturing anomaly,7.4700384,120.0
2022,660,weld,seam weld manufacturing anomaly,7.4849736,300.0
2022,1513,weld,seam weld manufacturing anomaly,7.5599544000000005,330.0
2022,1835,weld,seam weld manufacturing anomaly,7.5831192000000005,30.0
2022,3759,weld,seam weld manufacturing anomaly,7.5831192000000005,240.0
2022,3751,weld,seam weld manufacturing anomaly,7.641945600000001,0.0
2022,1473,weld,seam weld manufacturing anomaly,7.6958952,30.0
2022,821,weld,seam weld manufacturing anomaly,7.730947200000001,270.0
2022,1031,weld,seam weld manufacturing anomaly,7.7370432000000005,90.0
2022,1017,weld,seam weld manufacturing anomaly,7.786116000000001,120.0
2022,4899,weld,seam weld manufacturing anomaly,7.812024,300.0
2022,421,weld,seam weld manufacturing anomaly,7.855915200000001,330.0
2022,3462,weld,seam weld manufacturing anomaly,7.880908800000001,210.0
2022,5095,weld,seam weld manufacturing anomaly,7.980883200000001,210.0
2022,2925,weld,seam weld manufacturing anomaly,7.9821024000000005,270.0
2022,4321,weld,seam weld manufacturing anomaly,7.9970376,330.0
2022,1767,weld,seam weld manufacturing anomaly,8.0159352,270.0
2022,1938,weld,seam weld manufacturing anomaly,8.0180688,60.0
2022,2069,weld,seam weld manufacturing anomaly,8.0991456,120.0
2022,1836,weld,seam weld manufacturing anomaly,8.213140800000001,30.0
2022,3760,weld,seam weld manufacturing anomaly,8.290864800000001,240.0
2022,1837,weld,seam weld manufacturing anomaly,8.295132,30.0
2022,1474,weld,seam weld manufacturing anomaly,8.3478624,30.0
2022,3463,weld,seam weld manufacturing anomaly,8.553907200000001,210.0
2022,2734,weld,seam weld manufacturing anomaly,8.577072000000001,0.0
2022,4049,weld,seam weld manufacturing anomaly,8.7849456,60.0
2022,4900,weld,seam weld manufacturing anomaly,8.8260936,300.0
2022,63,weld,seam weld manufacturing anomaly,8.866936800000001,240.0
2022,443,weld,seam weld manufacturing anomaly,8.905036800000001,240.0
2022,758,weld,seam weld manufacturing anomaly,8.951976,330.0
2022,1445,weld,seam weld manufacturing anomaly,8.98398,330.0
2022,2019,weld,seam weld manufacturing anomaly,9.0641424,210.0
2022,4957,weld,seam weld manufacturing anomaly,9.0729816,240.0
2022,639,weld,seam weld manufacturing anomaly,9.1321128,0.0
2022,2735,weld,seam weld manufacturing anomaly,9.1839288,0.0
2022,897,weld,seam weld manufacturing anomaly,9.1970352,300.0
2022,3752,weld,seam weld manufacturing anomaly,9.271101600000001,0.0
2022,1849,weld,seam weld manufacturing anomaly,9.3250512,270.0
2022,563,weld,seam weld manufacturing anomaly,9.4338648,0.0
2022,2239,weld,seam weld manufacturing anomaly,9.438132000000001,90.0
2022,2020,weld,seam weld manufacturing anomaly,9.4539816,210.0
2022,887,weld,seam weld manufacturing anomaly,9.5140272,300.0
2022,313,weld,seam weld manufacturing anomaly,9.5579184,150.0
2022,4723,weld,seam weld manufacturing anomaly,9.5591376,30.0
2022,1850,weld,seam weld manufacturing anomaly,9.6670368,270.0
2022,2184,weld,seam weld manufacturing anomaly,9.7020888,240.0
2022,2169,weld,seam weld manufacturing anomaly,9.7328736,90.0
2022,538,weld,seam weld manufacturing anomaly,9.735921600000001,0.0
2022,2170,weld,seam weld manufacturing anomaly,9.769144800000001,90.0
2022,1446,weld,seam weld manufacturing anomaly,9.8429064,330.0
2022,2240,weld,seam weld manufacturing anomaly,9.8718624,90.0
2022,2736,weld,seam weld manufacturing anomaly,9.927031200000002,0.0
2022,314,weld,seam weld manufacturing anomaly,10.06602,150.0
2022,539,weld,seam weld manufacturing anomaly,10.0779072,0.0
2022,578,weld,seam weld manufacturing anomaly,10.118140799999999,60.0
2022,564,weld,seam weld manufacturing anomaly,10.177881600000001,0.0
2022,2718,weld,seam weld manufacturing anomaly,10.283037600000002,30.0
2022,1142,weld,seam weld manufacturing anomaly,10.290048,330.0
2022,3464,weld,seam weld manufacturing anomaly,10.315956,210.0
2022,1851,weld,seam weld manufacturing anomaly,10.378135200000001,270.0
2022,640,weld,seam weld manufacturing anomaly,10.3820976,0.0
2022,4579,weld,seam weld manufacturing anomaly,10.4009952,300.0
2022,2742,weld,seam weld manufacturing anomaly,10.4290368,270.0
2022,4706,weld,seam weld manufacturing anomaly,10.4899968,30.0
2022,2185,weld,seam weld manufacturing anomaly,10.507980000000002,240.0
2022,1049,weld,seam weld manufacturing anomaly,10.5991152,330.0
2022,1143,weld,seam weld manufacturing anomaly,10.6430064,330.0
2022,1876,weld,seam weld manufacturing anomaly,10.7420664,180.0
2022,759,weld,seam weld manufacturing anomaly,10.76706,330.0
2022,1488,weld,seam weld manufacturing anomaly,10.7758992,180.0
2022,64,weld,seam weld manufacturing anomaly,10.824972,240.0
2022,4690,weld,seam weld manufacturing anomaly,10.9481112,240.0
2022,655,weld,seam weld manufacturing anomaly,11.0249208,240.0
2022,1042,weld,seam weld manufacturing anomaly,11.152022400000002,300.0
2022,565,weld,seam weld manufacturing anomaly,11.173968,0.0
2022,2049,weld,seam weld manufacturing anomaly,11.2910112,120.0
2022,4718,weld,seam weld manufacturing anomaly,11.344960799999999,270.0
2022,422,weld,seam weld manufacturing anomaly,11.363858400000002,330.0
2022,5050,weld,seam weld manufacturing anomaly,11.4869976,330.0
2022,1043,weld,seam weld manufacturing anomaly,11.676888000000002,300.0
2022,1523,weld,seam weld manufacturing anomaly,11.886895200000001,330.0
2022,2050,weld,seam weld manufacturing anomaly,11.910060000000001,150.0
2022,1044,weld,seam weld manufacturing anomaly,11.9320056,300.0
